State,Coverage.type,Coverage.location,Effective Date,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any),Reference links,Timestamp,population_size,population_reference
Nebraska,Regional,Nuckolls,3/31/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 31, Governor Ricketts issued the State's sixth and seventh COVID-19 related Directed Health Measures (DHMs) that included Adams, Buffalo, Clay, Dawson, Franklin, Gosper, Harlan, Kearney, Nuckolls, Phelps, and Webster counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,4148,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770244
Nebraska,Regional,Phelps,3/31/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 31, Governor Ricketts issued the State's sixth and seventh COVID-19 related Directed Health Measures (DHMs) that included Adams, Buffalo, Clay, Dawson, Franklin, Gosper, Harlan, Kearney, Nuckolls, Phelps, and Webster counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,9034,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770245
Nebraska,Regional,Pierce,4/1/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On April 1, Governor Ricketts announced the State's eighth COVID-19 related Directed Health Measure (DHM) that included Antelope, Arthur, Boyd, Brown, Cherry, Holt, Hooker, Keya Paha, Knox, Lincoln, Logan, McPherson, Pierce, Rock, and Thomas counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,7148,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770246
Nebraska,Regional,Polk,4/28/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 28, Governor Ricketts announced the state's third COVID-19 related Directed Health Measure (DHM) that included Butler, Hall, Hamilton, Merrick, Polk, Seward, and York counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,5213,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770247
Nebraska,Regional,Rock,4/1/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On April 1, Governor Ricketts announced the State's eighth COVID-19 related Directed Health Measure (DHM) that included Antelope, Arthur, Boyd, Brown, Cherry, Holt, Hooker, Keya Paha, Knox, Lincoln, Logan, McPherson, Pierce, Rock, and Thomas counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,1357,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770248
Nebraska,Regional,Sarpy,3/19/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"Today, Governor Pete Ricketts announced the State’s first Directed Health Measure (DHM) for coronavirus disease 2019 (COVID-19). The DHM imposes an enforceable limit on public gatherings. The measure comes after the Douglas County Public Health Departme",https://governor.nebraska.gov/sites/governor.nebraska.gov/files/doc/press/Governor%20Press%20Release%203-19%20-%20SPANISH.pdf,2020-04-14,187196,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770249
Nebraska,Regional,Saunders,3/25/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"The second DHM, issued on March 25th, applies to Dodge, Lancaster, Saunders, and Washington counties and is in effect until at least May 6th.",http://dhhs.ne.gov/Pages/Gov-Ricketts-Announces-Butler-Hall-Hamilton-Merrick-Polk-Seward-York-Counties-Now-Included-in-States-DHM.aspx/,2020-04-14,21578,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770250
Nebraska,Regional,Scotts Bluff,3/30/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 30, Governor Ricketts announced the state's fifth COVID-19 related Directed Health Measure (DHM) that included Banner, Box Butte, Cheyenne, Dawes, Deuel, Garden, Grant, Kimball, Morrill, Scotts Bluff, Sheridan, and Sioux counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,35618,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770251
Nebraska,Regional,Seward,4/28/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 28, Governor Ricketts announced the state's third COVID-19 related Directed Health Measure (DHM) that included Butler, Hall, Hamilton, Merrick, Polk, Seward, and York counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,17284,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770252
Nebraska,Regional,Sheridan,3/30/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 30, Governor Ricketts announced the state's fifth COVID-19 related Directed Health Measure (DHM) that included Banner, Box Butte, Cheyenne, Dawes, Deuel, Garden, Grant, Kimball, Morrill, Scotts Bluff, Sheridan, and Sioux counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,5246,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770253
Nebraska,Regional,Sioux,3/30/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 30, Governor Ricketts announced the state's fifth COVID-19 related Directed Health Measure (DHM) that included Banner, Box Butte, Cheyenne, Dawes, Deuel, Garden, Grant, Kimball, Morrill, Scotts Bluff, Sheridan, and Sioux counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,1166,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770254
Nebraska,Regional,Stanton,3/29/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 29, Governor Ricketts issued the state's fourth COVID-19 related Directed Health Measure (DHM) that included Burt, Cuming, Madison, and Stanton counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,5920,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770255
Nebraska,Regional,Thomas,4/1/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On April 1, Governor Ricketts announced the State's eighth COVID-19 related Directed Health Measure (DHM) that included Antelope, Arthur, Boyd, Brown, Cherry, Holt, Hooker, Keya Paha, Knox, Lincoln, Logan, McPherson, Pierce, Rock, and Thomas counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,722,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770256
Nebraska,Regional,Washington,3/25/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"The second DHM, issued on March 25th, applies to Dodge, Lancaster, Saunders, and Washington counties and is in effect until at least May 6th.",http://dhhs.ne.gov/Pages/Gov-Ricketts-Announces-Butler-Hall-Hamilton-Merrick-Polk-Seward-York-Counties-Now-Included-in-States-DHM.aspx/,2020-04-14,20729,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770257
Nebraska,Regional,Webster,3/31/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 31, Governor Ricketts issued the State's sixth and seventh COVID-19 related Directed Health Measures (DHMs) that included Adams, Buffalo, Clay, Dawson, Franklin, Gosper, Harlan, Kearney, Nuckolls, Phelps, and Webster counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,3487,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770258
Nebraska,Regional,York County,4/28/20,NA,NA,NA,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 28, Governor Ricketts announced the state's third COVID-19 related Directed Health Measure (DHM) that included Butler, Hall, Hamilton, Merrick, Polk, Seward, and York counties.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,2020-04-14,13679,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770259
Nevada,State-wide,Nevada,3/17/20,NA,NA,NA,Suggested limiting of gatherings,NA,NA,NA,Non-essential businesses closed,"On March 17, Governor Steve Sisolak ordered all non-essential businesses closed for 30 days.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-403 and https://nvhealthresponse.nv.gov/wp-content/uploads/2020/04/Directive-013-Release-Guidance-Directive.pdf,2020-04-14,3080156,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769999
Nevada,State-wide,Nevada,3/12/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,Governor Steve Sisolak declared a State of Emergency on March 12 to help move emergency resources ...,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,3080156,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770000
Nevada,State-wide,Nevada,3/24/20,NA,NA,NA,Banned gatherings of a certain size,10,NA,NA,NA,... ordered Nevadans to cease congregating in groups of ten or more in public spaces;,https://nvhealthresponse.nv.gov/wp-content/uploads/2020/04/Directive-013-Release-Guidance-Directive.pdf,2020-04-14,3080156,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770001
Nevada,State-wide,Nevada,3/15/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"... on March 15, Sisolak announces that all schools in the area will be closed until the minimum of April 6.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,3080156,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770002
New Hampshire,State-wide,New Hampshire,3/15/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"Over the next few days, more measures to limit the spread of the virus were announced including the closure of K-12 public schools on March 15, 2020, ...",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire,2020-04-14,1359711,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770003
New Hampshire,State-wide,New Hampshire,3/13/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"On March 13, 2020, with the seventh case reported in the state, Governor Chris Sununu declared a state of emergency, which limited visitors to assisted living and long-term care facilities, and suspended out-of-state trips for state employees.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire,2020-04-14,1359711,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770004
New Hampshire,State-wide,New Hampshire,3/27/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 26, 2020 Governor Sununu announced a stay-at-home order going into effect the following day at midnight requiring the closure of all non-essential in-person businesses.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire,2020-04-14,1359711,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770005
New Hampshire,State-wide,New Hampshire,3/16/20,NA,NA,NA,Banned gatherings of a certain size,50,NA,Bar and dine-in restaurant closed (except take-out and delivery),NA,"... and on March 16, 2020 the closure of restaurants and bars except for takeout and delivery and a limit on gatherings of more than fifty people.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire,2020-04-14,1359711,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770006
New Jersey,State-wide,New Jersey,3/9/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"On March 9, Governor Phil Murphy declared a state of emergency.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response,2020-04-14,8882190,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770007
New Jersey,State-wide,New Jersey,3/10/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"A day later, schools and universities began closing and switching classes to online.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response,2020-04-14,8882190,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770008
New Jersey,State-wide,New Jersey,3/16/20,NA,NA,Night-time curfew,Banned gatherings of a certain size,50,NA,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"Gatherings of 50 or more people were prohibited, in line with federal guidelines. Governor Murphy suggested a statewide curfew of 8 p.m. All bars, casinos, gyms, movie theaters, and restaurants were closed indefinitely on the 16th at 8 p.m., though bars a",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response,2020-04-14,8882190,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770009
New Jersey,State-wide,New Jersey,3/21/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,Governor Murphy announced a statewide stay-at-home order that all non-essential businesses in the state would be closed indefinitely by 9 p.m. on the 21st.,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response,2020-04-14,8882190,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770010
New Jersey,Regional,City of Hoboken,3/14/20,NA,NA,Night-time curfew,NA,NA,NA,NA,NA,"On March 14, the mayor of Hoboken declared a mandatory nightly curfew",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response,2020-04-14,53455,https://www.census.gov/quickfacts/hobokencitynewjersey
New Mexico,State-wide,New Mexico,3/11/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"On March 11, Governor Michelle Lujan Grisham declared a state of emergency.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-403,2020-04-14,2096829,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770011
