,State,Coverage.type,Coverage.location,Effective Date,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any),Reference links,Timestamp,population_size,population_reference,Coverage.county.FIPS,Coverage.city.FIPS,population_reference.1,Unnamed: 0.1,Face Covering Requirements,Details (if any) 
149,Hawaii,State-wide,Hawaii,03-16-2020,,,,,,Schools closed,,,"March 16: Governor David Ige announced that spring break for public schools in Hawaii would be extended for an additional week in order to give school administrators time to evaluate recommendations for stopping the spread of the virus. and ""On March 18,",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Hawaii,4/11/20,1415872,15.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769937,,,
150,Hawaii,State-wide,Hawaii,03-04-2020,State of Emergency declared,,,,,,,,"On March 4, Governor David Ige declared a state of emergency until April 29.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,1415872,15.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769938,,,
151,Hawaii,Regional,Honolulu,03-19-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"The same day, Honolulu City Mayor Kirk Caldwell announced efforts to curb the spread of the virus, including the closures of parks and a 15-day ban on dining in, at restaurants and bars. and ""Similar measures were announced by Mayor Michael Victorino for",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Hawaii,4/11/20,974563,15.0,3,,https://www.census.gov/quickfacts/honolulucountyhawaii,,,
152,Hawaii,Regional,Honolulu,03-22-2020,,,Shelter-in-place order,,,,,,"On March 22, Honolulu County issued a stay-at-home order effective until April 30",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,974563,15.0,3,,https://www.census.gov/quickfacts/honolulucountyhawaii,,,
153,Hawaii,Regional,Kauai,03-20-2020,,Border closures,Night-time curfew,,,,,,Kauai County announced a nighttime curfew effective March 20 and a limit on airline travel to essential needs until further notice.,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Hawaii,4/11/20,72293,15.0,7,,https://www.census.gov/quickfacts/fact/table/kauaicountyhawaii/IPE120218,,,
154,Hawaii,Regional,Maui,03-19-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"The same day, Honolulu City Mayor Kirk Caldwell announced efforts to curb the spread of the virus, including the closures of parks and a 15-day ban on dining in, at restaurants and bars. and ""Similar measures were announced by Mayor Michael Victorino for",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Hawaii,4/11/20,167417,15.0,9,,https://www.census.gov/quickfacts/mauicountyhawaii,,,
155,Idaho,State-wide,Idaho,03-23-2020,,,,,,Schools closed,,,"On March 23, the Idaho State Board of Education directed all public school districts to start a “soft closure” of all classroom facilities immediately, to continue through April 20.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,1787065,16.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769939,,,
156,Idaho,State-wide,Idaho,03-25-2020,,,Shelter-in-place order,,,,,,"On March 25, Idaho Governor Brad Little issued a stay-at-home order for the entire state, effective for 21 days.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,1787065,16.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769940,,,
157,Idaho,State-wide,Idaho,03-13-2020,State of Emergency declared,,,,,,,,"On March 13, Governor Brad Little announced a state of emergency on the state.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,1787065,16.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769941,,,
158,Idaho,Regional,Blaine,03-17-2020,,,Shelter-in-place order,,,,,,"On March 17, Blaine County imposed a stay-at-home order effective until April 6.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,23021,16.0,13,,https://www.census.gov/quickfacts/fact/table/blainecountyidaho/PST120218,,,
159,Illinois,State-wide,Illinois,03-16-2020,,,,Banned gatherings of a certain size,50.0,,,,"On March 16, Governor Pritzker announced that all gatherings of 50 or more people will be canceled in accordance with new CDC guidelines.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response,4/11/20,12671821,17.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769942,,,
160,Illinois,State-wide,Illinois,03-17-2020,,,,,,Schools closed,,,All schools in Illinois will be closed for two weeks starting March 17.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,12671821,17.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769943,,,
161,Illinois,State-wide,Illinois,03-09-2020,State of Emergency declared,,,,,,,,"On March 9, Governor J. B. Pritzker issued a disaster proclamation, the state's equivalent to a state of emergency, as four new cases were announced in the state.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response,4/11/20,12671821,17.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769944,,,
162,Illinois,State-wide,Illinois,03-15-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"On March 15, Governor Pritzker announced that all bars and restaurants will be closed until March 30 as to [enforce] and [preserve] the safety and health of all residents of Illinois.""""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response,4/11/20,12671821,17.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769945,,,
163,Illinois,State-wide,Illinois,03-21-2020,,,Shelter-in-place order,,,,,,"On March 20, Governor Pritzker announced a statewide stay-at-home order starting on March 21 until April 7, 2020.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response,4/11/20,12671821,17.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769946,,,
164,Indiana,State-wide,Indiana,03-06-2020,State of Emergency declared,,,,,,,,"On March 6, Governor Eric Holcomb declared a public health emergency due to the first positive Indiana case.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,6732219,18.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769947,,,
165,Indiana,State-wide,Indiana,03-16-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,Holcomb announced the closure of all bars and restaurants statewide to in-person service on March 16.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,6732219,18.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769948,,,
166,Indiana,State-wide,Indiana,03-19-2020,,,,,,Schools closed,,,"All K-12 schools (both public and private) were to remain closed until at least May 1, and all state-mandated standardized tests were canceled.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Indiana,4/11/20,6732219,18.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769949,,,
167,Indiana,State-wide,Indiana,03-25-2020,,,Shelter-in-place order,,,,,,"On March 23, Holcomb announced statewide stay-at-home order effective March 25.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,6732219,18.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769950,,,
168,Iowa,State-wide,Iowa,03-15-2020,,,,,,Schools closed,,,March 15 – Governor Reynolds recommends closing schools for four weeks.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,3155070,19.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769951,,,
169,Iowa,State-wide,Iowa,03-09-2020,State of Emergency declared,,,,,,,,March 9 – Proclamation of Disaster Emergency signed by Governor Kim Reynolds,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,3155070,19.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769952,,,
170,Kansas,State-wide,Kansas,03-16-2020,,,,Banned gatherings of a certain size,50.0,,,,"On March 16, Kelly also announced a ban on gatherings of 50 or more people.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,2913314,20.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769953,,,
171,Kansas,State-wide,Kansas,03-30-2020,,,Shelter-in-place order,,,,,,"On March 28, Governor Laura Kelly issued a statewide stay-home order"", effective March 30 until April 19 at the earliest""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,2913314,20.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769954,,,
172,Kansas,State-wide,Kansas,03-15-2020,,,,,,Schools closed,,,"On March 15, Governor Laura Kelly recommends closing schools for a week. and ""Several schools across the state (but none in Wichita) suspend classes for the rest of the month""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,2913314,20.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769955,,,
173,Kansas,State-wide,Kansas,03-12-2020,State of Emergency declared,,,,,,,,"On March 12, Governor Laura Kelly has issued an emergency declaration for the State of Kansas",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,2913314,20.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769956,,,
174,Kansas,Regional,Atchison,03-25-2020,,,Shelter-in-place order,,,,,,"On March 24, Atchison County issued a shelter-at-home order"" effective March 25 to April 25."" and ""Morris County issued a stay-at-home order effective March 25 until April 25."" and ""Sedgwick County issued a stay-at-home order effective March 25. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,16073,20.0,5,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770152,,,
175,Kansas,Regional,Chase,03-28-2020,,,Shelter-in-place order,,,,,,"Osage County issued a stay-at-home order effective March 28 until further notice. and ""Jefferson County issued a stay-at-home order effective March 28 until April 14."" and ""Chase County issued a stay-at-home order effective March 28 for 30 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,2648,20.0,17,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770153,,,
176,Kansas,Regional,Coffey,03-26-2020,,,Shelter-in-place order,,,,,,"Doniphan and Shawnee counties issued stay-at-home orders effective March 26. and  ""On March 25, Lyon County issued a stay-at-home order effective March 26 until April 25."" and ""Coffey County issued a stay-at-home order effective March 26.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,8179,20.0,31,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770154,,,
177,Kansas,Regional,Doniphan,03-26-2020,,,Shelter-in-place order,,,,,,"Doniphan and Shawnee counties issued stay-at-home orders effective March 26. and  ""On March 25, Lyon County issued a stay-at-home order effective March 26 until April 25."" and ""Coffey County issued a stay-at-home order effective March 26.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,7600,20.0,43,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770155,,,
178,Kansas,Regional,Douglas,03-24-2020,,,Shelter-in-place order,,,,,,Douglas County issued an order effective March 24 until April 23 at the earliest,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,122259,20.0,45,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770156,,,
179,Kansas,Regional,Jackson,03-17-2020,,,,Banned gatherings of a certain size,10.0,,Bar and dine-in restaurant closed (except take-out and delivery),,"Johnson County, Kansas and the Unified Government of Wyandotte County, Kansas and Kansas City, Kansas, partnering with local governments in Missouri; Jackson County, Missouri and Kansas City, Missouri, announced a ban on gatherings of over 10 people, effe",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kansas,4/11/20,13171,20.0,85,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770157,,,
180,Kansas,Regional,Jefferson,03-28-2020,,,Shelter-in-place order,,,,,,"Osage County issued a stay-at-home order effective March 28 until further notice. and ""Jefferson County issued a stay-at-home order effective March 28 until April 14."" and ""Chase County issued a stay-at-home order effective March 28 for 30 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,19043,20.0,87,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770158,,,
