,Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links,Unnamed: 0,Face Covering Requirements
254,4/14/2020 18:12:11,Rhode Island,03-28-2020,State-wide,,,Shelter-in-place order,,,,,,“March 28 – Governor Gina Raimondo issued a statewide stay-at-home order effective until April 13.”,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
255,4/13/2020 10:49:05,Wyoming,03-28-2020,Jackson and Teton County,,,Shelter-in-place order,,,,,,"""The Town of Jackson on Saturday ordered residents to stay at home to prevent the spread of COVID-19."" and ""Teton County on Saturday ordered older adults, people living in nursing homes, those with high-risk medical conditions and those living with an older adult or person with a high-risk medical conditions to stay at home.""",https://trib.com/news/local/casper/jackson-issues-shelter-in-place-order-to-limit-spread-of/article_40c9fa29-c59b-540f-b4cd-7b211b6eb335.html and https://cowboystatedaily.com/2020/03/29/teton-county-issues-states-first-shelter-in-place-order/,,
256,4/14/2020 10:32:56,Missouri,03-29-2020,Lincoln ,,,Shelter-in-place order,,,,,,"""Lincoln County issued a stay-at-home order effective March 29 until April 6""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
257,4/14/2020 13:59:44,Nebraska,03-29-2020,"Burt, Cuming, Madison, and Stanton",,,,Banned gatherings of a certain size,10.0,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 29, Governor Ricketts issued the state's fourth COVID-19 related Directed Health Measure (DHM) that included Burt, Cuming, Madison, and Stanton counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,,
258,4/14/2020 17:43:54,Oklahoma,03-29-2020,"Garfield, Rogers, Seminole and Texas",,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"""As of this advisory, there are 429 positive cases of COVID-19 in Oklahoma. New counties with cases include Garfield, Rogers, Seminole and Texas counties. These counties will now be required to come into compliance with Governor Kevin Stitt's ""Safer at Home"" executive order that calls for non-essential businesses in counties with COVID-19 cases to temporarily suspend services until April 16.""",https://coronavirus.health.ok.gov/articles/situation-update-covid-19-03292020 and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma,,
259,4/14/2020 17:44:44,Oklahoma,03-29-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""Governor Stitt updated Executive Order 2020–07 in a sixth amendment that required people from six states to self-quarantine upon arrival by air in Oklahoma: California, Connecticut, Louisiana, New Jersey, New York and Washington. They must quarantine themselves for 14 days or the duration of their stay in Oklahoma, whichever is shorter""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma,,
260,4/11/2020 11:16:08,Florida,03-30-2020,"Miami-Dade, Broward, Palm Beach, Monroe, Delray Beach",,,Shelter-in-place order,,,,,,"""Delray Beach issued a shelter-in-place order effective March 30 through April 16."" and ""On March 30, Governor DeSantis issued a stay-at-home order for Miami-Dade, Broward, Palm Beach, and Monroe counties in southeast Florida effective until mid-May.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
261,4/11/2020 11:50:21,Georgia,03-30-2020,Forest Park,,,Shelter-in-place order,,,,,,"""Forest Park issued a shelter-in-place order effective March 30 through April 13""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
262,4/11/2020 14:36:09,Kansas,03-30-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 28, Governor Laura Kelly issued a statewide ""stay-home order"", effective March 30 until April 19 at the earliest""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
263,4/11/2020 15:04:51,Maryland,03-30-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 30, Governor Hogan issued a statewide stay-at-home order effective March 30 until the end of the state of emergency.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
264,4/14/2020 10:34:17,Missouri,03-30-2020,"Bates, Chariton, and Harrison",,,Shelter-in-place order,,,,,," ""Bates County issued a stay-at-home order effective March 30 through April 24."" and ""On March 28, Chariton County issued a stay-at-home order effective March 30 until April 24 at the earliest."" and ""Harrison County issued a shelter-in-place (stay-at-home) order effective March 30 until further notice""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
265,4/14/2020 14:00:15,Nebraska,03-30-2020,"Banner, Box Butte, Cheyenne, Dawes, Deuel, Garden, Grant, Kimball, Morrill, Scotts Bluff, Sheridan, and Sioux ",,,,Banned gatherings of a certain size,10.0,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 30, Governor Ricketts announced the state's fifth COVID-19 related Directed Health Measure (DHM) that included Banner, Box Butte, Cheyenne, Dawes, Deuel, Garden, Grant, Kimball, Morrill, Scotts Bluff, Sheridan, and Sioux counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,,
266,4/14/2020 17:20:43,North Carolina,03-30-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 27, Governor Cooper issued a statewide stay-at-home order effective March 30 until April 29.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
267,4/14/2020 17:49:25,Oklahoma,03-30-2020,Stillwater and Edmond,,,Shelter-in-place order,,,,,,"""March 30 – Stillwater issued a shelter-in-place order effective March 30 through April 16."" and  ""Edmond issued a shelter-in-place order effective March 30 through April 16.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
268,4/14/2020 18:46:26,Pennsylvania,03-30-2020,"Carbon, Cumberland, Dauphin, and Schuylkill",,,Shelter-in-place order,,,,,,"""On March 30, the order was revised to include Carbon, Cumberland, Dauphin, and Schuylkill counties""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
269,4/13/2020 12:30:45,Tennessee,03-30-2020,State-wide,,,,,,,,Non-essential businesses closed,"""On March 30, Governor Bill Lee issued a two-week safer at home order for the entire state, which covers the closure of all nonessential businesses and will go into effect at 11:59 p.m. the following day.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota,,
270,4/13/2020 12:43:52,Texas,03-30-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 30, Governor Abbott issued an executive order that ordered everyone in the state of Texas to stay home except for essential activities. However, he refused to label the order as a stay-home-order, arguing that such labels leave the wrong impression.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Texas#Government_response,,
271,4/13/2020 12:21:31,Vermont,03-30-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""On March 30, Governor Scott imposed quarantine restrictions on travelers arriving in Vermont.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
272,4/13/2020 12:11:27,Virginia,03-30-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 30, Governor Northam issued a statewide stay-at-home order effective March 30 through June 10 unless amended or rescinded by a further executive order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
273,4/13/2020 10:54:32,Wyoming,03-30-2020,Teton,,,,Suggested limiting of gatherings,,,,,"""New health order limits gatherings to households only""",https://buckrail.com/new-health-order-limits-gatherings-to-households-only/,,
274,4/10/2020 15:23:56,Arizona,03-31-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 30, Gov. Ducey issued a statewide stay at home order to stop the spread of new coronavirus, barring Arizonans from leaving their residences except for food, medicine, and other essentials. The order took effect at the close of business March 31.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona,,
275,4/11/2020 11:16:48,Florida,03-31-2020,Sumter,,,Shelter-in-place order,,,,,,"""On March 31, Sumter County issued a stay-at-home order effective through April 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
276,4/11/2020 14:58:22,Maine,03-31-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 31, Governor Mills issued a statewide stay-at-home order effective April 2 until April 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
277,4/14/2020 10:23:26,Mississippi,03-31-2020,"Lauderdale, Meridian",,,Shelter-in-place order,,,,,,"""March 31 – Governor Reeves issued a shelter-in-place order for Lauderdale County effective March 31 through April 14."" and ""Meridian responded with its own shelter-in-place order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
278,4/14/2020 10:35:10,Missouri,03-31-2020,Gascondale and Lafayette,,,Shelter-in-place order,,,,,,"""Gasconade County issued a stay-at-home order effective March 31 until April 16."" and ""Lafayette County issued a stay-at-home order effective March 31 through April 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
279,4/14/2020 14:01:15,Nebraska,03-31-2020,"Adams, Buffalo, Clay, Dawson, Franklin, Gosper, Harlan, Kearney, Nuckolls, Phelps, and Webster",,,,Banned gatherings of a certain size,10.0,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 31, Governor Ricketts issued the State's sixth and seventh COVID-19 related Directed Health Measures (DHMs) that included Adams, Buffalo, Clay, Dawson, Franklin, Gosper, Harlan, Kearney, Nuckolls, Phelps, and Webster counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,,
280,4/14/2020 18:46:59,Pennsylvania,03-31-2020,"Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset",,,Shelter-in-place order,,,,,,"""On March 31, the order was revised to include Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset counties.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
281,4/13/2020 10:56:10,Wyoming,03-31-2020,Jackson,,,,Suggested limiting of gatherings,,,,,"""Following a newly-approved county-wide Public Health Order that prohibits public or private gatherings with anyone outside your household, Jackson town councilors voted this morning to repeal the emergency stay-at-home ordinance passed last Saturday.""",https://buckrail.com/town-repeals-emergency-stay-at-home-order-in-favor-of-county-order/,,
282,4/11/2020 11:17:28,Florida,04-01-2020,State-wide,,,Shelter-in-place order,,,,,,"""On April 1, Governor DeSantis issued a statewide stay-at-home order effective April 2 until April 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
283,4/11/2020 11:51:30,Georgia,04-01-2020,Clayton and Fulton,,,Shelter-in-place order,,,,,,"""On March 31, Clayton County issued a shelter-in-place order for unincorporated parts of the county effective April 1 through April 12 at the earliest."" and ""On April 1, Fulton County issued a stay-at-home order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
284,4/11/2020 14:42:59,Kentucky,04-01-2020,State-wide,,"Travel restrictions for out of state travelers, Border closures",,,,,,,"""April 1 – Gov. Beshear ordered Kentucky residents not to leave the state and imposed a 14-day self-quarantine on those who return from out of state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
285,4/14/2020 10:18:07,Mississippi,04-01-2020,State-wide,,,Shelter-in-place order,,,,,,"""On April 1, an additional executive order was issued by the Governor, announcing a state-wide shelter-in-place order, requiring all non-essential businesses to close and overrides previous allowances for dine-in services in restaurants made in the March 24 executive order.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi,,
286,4/14/2020 10:36:51,Missouri,04-01-2020,"Maryville, Crawford, Johnson, and Dade",,,Shelter-in-place order,,,,,,"""On March 29, Maryville issued a shelter-in-place order effective April 1 through April 14 at the earliest."" and ""On March 31, Crawford County issued a shelter-in-place order effective April 1 through April 30."" and ""Johnson County issued a stay-at-home order effective April 1 through April 30."" and ""Dade County issued a stay-at-home order effective April 1 through April 24.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
287,4/14/2020 14:01:51,Nebraska,04-01-2020,"Antelope, Arthur, Boyd, Brown, Cherry, Holt, Hooker, Keya Paha, Knox, Lincoln, Logan, McPherson, Pierce, Rock, and Thomas",,,,Banned gatherings of a certain size,10.0,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On April 1, Governor Ricketts announced the State's eighth COVID-19 related Directed Health Measure (DHM) that included Antelope, Arthur, Boyd, Brown, Cherry, Holt, Hooker, Keya Paha, Knox, Lincoln, Logan, McPherson, Pierce, Rock, and Thomas counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska,,
288,4/14/2020 17:50:20,Oklahoma,04-01-2020,"Lawton, Broken Arrow, and Owasso",,,Shelter-in-place order,,,,,,"""March 31 – Lawton issued a shelter-in-place order effective April 1."" and ""Broken Arrow issued a shelter-in-place order effective April 1."" and ""April 1 – Owasso issued a shelter-in-place order effective April 1 until April 14.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
