"","State","X","Timestamp","Effective.Date","Coverage","State.of.Emergency.Declaration","Travel.Restrictions","Shelter.in.place.Order","Gathering.Limitations","Banning.Gatherings.of.a.Certain.Size","K.12.School.Closure","Bar.and.Dine.in.Restaurant.Closure","Non.essential.Businesses.Closure","Details..if.any.","Reference.links","Unnamed..0","Face.Covering.Requirements","state_pop_2019","population_reference","population_reference_URL"
"155","Maryland",41,"5/18/2020 9:57:39","05-15-2020","State-wide","","","Shelter-in-place order lifted","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Governor Hogan announced that retail stores may reopen at up to 50 percent capacity, with curbside pickup and delivery strongly encouraged, and all public health precautions in place. Examples of businesses that may reopen include clothing and shoe stores, pet groomers, animal adoption shelters, car washes, art galleries, and bookstores.""  and ""Governor Hogan announced manufacturing may resume operations in a safe manner which protects the health of employees, with guidelines encouraging multiple shifts and other safety precautions."" and ""Churches and houses of worship may begin to safely hold religious services, at up to 50 percent capacity, with outdoor services strongly encouraged. Religious leaders are strongly urged to do everything possible to keep their congregants safe, and particularly to protect the elderly and vulnerable within their congregations."" and ""Some personal services, including barber shops and hair salons, may reopen with up to 50 percent capacity, by appointment only and with appropriate health and safety guidelines.","https://governor.maryland.gov/2020/05/13/stage-one-governor-hogan-announces-gradual-reopenings-with-flexible-community-based-approach/ and https://www.npr.org/847415273",41,"Face covering requirements for the public (non-workers) in certain situations",6045680,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"156","Maryland",6,"4/11/2020 15:00:55","03-05-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 5, Governor Larry Hogan declared a state of emergency after the first three cases of coronavirus were confirmed in the state.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6045680,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"157","Massachusetts",50,"4/14/2020 9:56:00","03-13-2020","Wellesley, Framingham, and Boston","","","","",NA,"Schools closed","","","""Wellesley and Framingham closed their public schools and libraries for two weeks on March 13."" and  ""Also on March 13, Boston announced that its public schools would close for six weeks from Tuesday, March 17 through April 26.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response",NA,"",6892503,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"158","Massachusetts",237,"4/14/2020 9:54:20","03-27-2020","State-wide","","Travel restrictions for out of state travelers","","",NA,"","","","""On March 27, Governor Baker asked travelers from out of state to avoid Massachusetts or to self-quarantine upon arrival for 14 days. ""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response",NA,"",6892503,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"159","Massachusetts",42,"5/18/2020 10:10:09","05-06-2020","State-wide","","","","",NA,"","","","""Effective May 6, all residents over the age of two are required to wear a mask or face covering in public where maintaining social distance is not possible. The order applies to workers and customers of essential businesses as well as anyone using any transportation service or public mass transit.""","https://www.npr.org/847331283#massachusetts",42,"Face covering requirements for the public (non-workers) in certain situations",6892503,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"160","Massachusetts",43,"5/28/2020 14:20:01","05-18-2020","State-wide","","","Shelter-in-place order lifted","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Stay-at-home advisory expired on May 18.
Gov. Charlie Baker, a Republican, announced a phased reopening with four stages scheduled to last three weeks apiece. The first reopenings included houses of worship on May 18 and will expand to include salons, offices and retail stores for curbside pickup on May 25.""","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",43,"",6892503,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"161","Massachusetts",190,"4/14/2020 9:53:36","03-24-2020","State-wide","","","Shelter-in-place order","Banned gatherings of a certain size",10,"","","","""On March 23, Governor Baker announced a stay-at-home advisory to be effective from March 24 until April 7. On March 31 the advisory which was extended to May 4.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response",NA,"",6892503,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"162","Massachusetts",19,"4/14/2020 9:52:02","03-10-2020","State-wide","State of Emergency declared","","","",NA,"","","","""Citing the rapid increase in cases, Governor Charlie Baker declared a state of emergency for Massachusetts on March 10.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response",NA,"",6892503,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"163","Massachusetts",116,"4/14/2020 9:52:55","03-17-2020","State-wide","","","","Banned gatherings of a certain size",25,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","","""On March 15, Governor Baker banned all public gatherings of over 25 people, closed all K–12 public schools from March 17 through April 7, and banned on-site service at bars and restaurants for the same period.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response",NA,"",6892503,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"164","Michigan",34,"4/14/2020 10:00:28","03-12-2020","State-wide","","","","",NA,"Schools closed","","","""On March 12, Gov. Gretchen Whitmer called for all public schools to close until April 6."" and ""On April 2, she cancelled in-person education for the remainder of the 2019–2020 K-12 school year.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",9986857,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"165","Michigan",95,"4/14/2020 10:02:20","03-16-2020","State-wide","","","","",NA,"","Bar and dine-in restaurant closed (except take-out and delivery)","","""On March 16, Whitmer ordered restaurants and bars to suspend on-site dining, allowing only take-out and delivery service.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",9986857,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"166","Michigan",117,"4/14/2020 10:01:34","03-17-2020","State-wide","","","","Banned gatherings of a certain size",50,"","","","""Effective March 17, this threshold was reduced to 50 people.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",9986857,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"167","Michigan",44,"5/20/2020 13:20:21","04-24-2020","State-wide","","","","",NA,"","","","""Today, Governor Gretchen Whitmer signed executive order 2020-59, extending her “Stay Home, Stay Safe” order through May 15. The new order will require people to wear homemade face coverings when they enter enclosed public spaces.""","https://www.michigan.gov/whitmer/0,9309,7-387-90499-526896--,00.html",44,"Face covering requirements for the public (non-workers) in certain situations",9986857,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"168","Michigan",51,"4/14/2020 10:01:04","03-13-2020","State-wide","","","","Banned gatherings of a certain size",250,"","","","""On March 13, Whitmer ordered cancellation of most events gathering more than 250 people.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",9986857,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"169","Michigan",159,"4/14/2020 10:03:05","03-22-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed","""Effective March 22, Whitmer ordered closure of non-essential personal-care services, such as hair salons, and massage or tattoo services.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",9986857,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"170","Michigan",191,"4/14/2020 10:03:39","03-24-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""Effective March 24, Whitmer ordered all non-essential workers to stay at home, and all non-essential travel ceased.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",9986857,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"171","Michigan",45,"5/28/2020 14:23:20","05-22-2020","Selected regions","","","Shelter-in-place order lifted","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Today, Governor Gretchen Whitmer signed Executive Order 2020-92, allowing for the reopening, in two regions, of retail businesses, office work that cannot be done remotely, and restaurants and bars with limited seating. The two regions are both in the northern part of the state—specifically, MERC regions 6 and 8, as detailed in the governor’s MI Safe Start Plan to re-engage Michigan’s economy. ""","https://www.michigan.gov/whitmer/0,9309,7-387-90499-529478--,00.html",45,"",9986857,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"172","Minnesota",238,"4/14/2020 10:13:06","03-27-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""Governor Tim Walz signs Executive Order 20-20. This order states that all people currently residing in Minnesota are to shelter in place beginning March 27, 2020 at 11:59PM through April 10, 2020 at 5:00PM.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Minnesota#Government_response",NA,"",5639632,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
