date,region,mobility
1/17/2020,MA,124.68
1/18/2020,MA,104.39
1/19/2020,MA,86.56
1/20/2020,MA,99.37
1/21/2020,MA,101.93
1/22/2020,MA,103.24
1/23/2020,MA,105.74
1/24/2020,MA,122.61
1/25/2020,MA,113.86
1/26/2020,MA,87.5
1/27/2020,MA,93.55
1/28/2020,MA,98.28
1/29/2020,MA,101.45
1/30/2020,MA,104.81
1/31/2020,MA,121.44
2/1/2020,MA,114.42
2/2/2020,MA,81.4
2/3/2020,MA,93.87
2/4/2020,MA,99.21
2/5/2020,MA,100.86
2/6/2020,MA,101.59
2/7/2020,MA,119.79
2/8/2020,MA,116.76
2/9/2020,MA,89.38
2/10/2020,MA,96.08
2/11/2020,MA,102.35
2/12/2020,MA,105.67
2/13/2020,MA,108.94
2/14/2020,MA,134.08
2/15/2020,MA,119.11
2/16/2020,MA,95.64
2/17/2020,MA,101.09
2/18/2020,MA,105.19
2/19/2020,MA,109.47
2/20/2020,MA,110.32
2/21/2020,MA,125.48
2/22/2020,MA,119.94
2/23/2020,MA,93.24
2/24/2020,MA,99.45
2/25/2020,MA,103.19
2/26/2020,MA,105.51
2/27/2020,MA,111.77
2/28/2020,MA,129.01
2/29/2020,MA,124.66
3/1/2020,MA,95.71
3/2/2020,MA,99.44
3/3/2020,MA,109.95
3/4/2020,MA,105.27
3/5/2020,MA,111.51
3/6/2020,MA,123.8
3/7/2020,MA,118.73
3/8/2020,MA,95.14
3/9/2020,MA,102.74
3/10/2020,MA,101.35
3/11/2020,MA,99.87
3/12/2020,MA,95.01
3/13/2020,MA,98.02
3/14/2020,MA,87
3/15/2020,MA,64.99
3/16/2020,MA,69.36
3/17/2020,MA,59.38
3/18/2020,MA,62.89
3/19/2020,MA,54.8
3/20/2020,MA,63.96
3/21/2020,MA,56.69
3/22/2020,MA,42.9
3/23/2020,MA,46.76
3/24/2020,MA,45.38
3/25/2020,MA,43.19
3/26/2020,MA,48.6
3/27/2020,MA,56.06
3/28/2020,MA,49.97
3/29/2020,MA,33.27
3/30/2020,MA,42.88
3/31/2020,MA,46.8
4/1/2020,MA,46.81
4/2/2020,MA,44.25
4/3/2020,MA,47.28
4/4/2020,MA,48.2
4/5/2020,MA,40.09
4/6/2020,MA,49.23
4/7/2020,MA,50.35
4/8/2020,MA,46.03
4/9/2020,MA,45.01
4/10/2020,MA,55.47
4/11/2020,MA,54.18
4/12/2020,MA,35.5
4/13/2020,MA,40.92
4/14/2020,MA,54.5
4/15/2020,MA,54.27
4/16/2020,MA,53.77
4/17/2020,MA,61.2
4/18/2020,MA,47.23
4/19/2020,MA,52.99
4/20/2020,MA,53.11
4/21/2020,MA,51.17
4/22/2020,MA,55.47
4/23/2020,MA,60.31
4/24/2020,MA,58.72
4/25/2020,MA,68.15
4/26/2020,MA,43.55
4/27/2020,MA,49.66
4/28/2020,MA,59.21
4/29/2020,MA,63.06
4/30/2020,MA,58.41
5/1/2020,MA,66.04
5/2/2020,MA,72.94
5/3/2020,MA,64.25
5/4/2020,MA,63.5
5/5/2020,MA,68.79
5/6/2020,MA,67.62
5/7/2020,MA,69.81
5/8/2020,MA,76.94
5/9/2020,MA,70.8
5/10/2020,MA,60.51
5/11/2020,MA,0
5/12/2020,MA,0
5/13/2020,MA,77.36
5/14/2020,MA,82.4
5/15/2020,MA,86.16
5/16/2020,MA,89.95
5/17/2020,MA,71.29
5/18/2020,MA,76.54
5/19/2020,MA,84.18
5/20/2020,MA,89.08
5/21/2020,MA,94.22
5/22/2020,MA,107.88
5/23/2020,MA,87.79
5/24/2020,MA,81.02
5/25/2020,MA,77.02
5/26/2020,MA,94.41
5/27/2020,MA,100.25
5/28/2020,MA,97.34
5/29/2020,MA,106.53
5/30/2020,MA,103.61
5/31/2020,MA,92.38
6/1/2020,MA,91.99
6/2/2020,MA,96.96
6/3/2020,MA,97.73
6/4/2020,MA,106.08
1/13/2020,MI,100
1/14/2020,MI,102.13
1/15/2020,MI,103.23
1/16/2020,MI,106.13
1/17/2020,MI,129.07
1/18/2020,MI,87.73
1/19/2020,MI,80.96
1/20/2020,MI,97.68
1/21/2020,MI,101.46
1/22/2020,MI,101.84
1/23/2020,MI,104.25
1/24/2020,MI,123.34
1/25/2020,MI,117.9
1/26/2020,MI,80.66
1/27/2020,MI,94.66
1/28/2020,MI,98.72
1/29/2020,MI,100.04
1/30/2020,MI,105
1/31/2020,MI,123.99
2/1/2020,MI,117.12
2/2/2020,MI,82.26
2/3/2020,MI,96.44
2/4/2020,MI,99.24
2/5/2020,MI,101.27
2/6/2020,MI,105.92
2/7/2020,MI,119.66
2/8/2020,MI,116.63
2/9/2020,MI,85.41
2/10/2020,MI,98.71
2/11/2020,MI,104.27
2/12/2020,MI,105.68
2/13/2020,MI,109.25
2/14/2020,MI,137.71
2/15/2020,MI,125.55
2/16/2020,MI,93.88
2/17/2020,MI,103.71
2/18/2020,MI,104.44
2/19/2020,MI,106.67
2/20/2020,MI,110.91
2/21/2020,MI,132.21
2/22/2020,MI,133.39
2/23/2020,MI,93.68
2/24/2020,MI,100.56
2/25/2020,MI,105.98
2/26/2020,MI,101.48
2/27/2020,MI,111.66
2/28/2020,MI,136.38
2/29/2020,MI,136.38
3/1/2020,MI,96.19
3/2/2020,MI,107.91
3/3/2020,MI,112.45
3/4/2020,MI,113.54
3/5/2020,MI,118.55
3/6/2020,MI,137.34
3/7/2020,MI,138.78
3/8/2020,MI,101.53
3/9/2020,MI,108.2
3/10/2020,MI,116.24
3/11/2020,MI,107.83
3/12/2020,MI,103.55
3/13/2020,MI,107.52
3/14/2020,MI,93.54
3/15/2020,MI,70.93
3/16/2020,MI,77.09
3/17/2020,MI,73.25
3/18/2020,MI,68.75
3/19/2020,MI,67.72
3/20/2020,MI,73.09
3/21/2020,MI,61.88
3/22/2020,MI,46.88
3/23/2020,MI,57.52
3/24/2020,MI,42.11
3/25/2020,MI,47.19
3/26/2020,MI,45.42
3/27/2020,MI,52.22
3/28/2020,MI,41.77
3/29/2020,MI,36.31
3/30/2020,MI,44.7
3/31/2020,MI,46.04
4/1/2020,MI,47.57
4/2/2020,MI,51.61
4/3/2020,MI,57.29
4/4/2020,MI,46.28
4/5/2020,MI,41.39
4/6/2020,MI,48.51
4/7/2020,MI,47.6
4/8/2020,MI,53.18
4/9/2020,MI,50.04
4/10/2020,MI,55.29
4/11/2020,MI,51.58
4/12/2020,MI,33.26
4/13/2020,MI,47.03
4/14/2020,MI,50.91
4/15/2020,MI,54.41
4/16/2020,MI,56.15
4/17/2020,MI,57.52
4/18/2020,MI,60.25
4/19/2020,MI,49.4
4/20/2020,MI,61.39
4/21/2020,MI,56.96
4/22/2020,MI,57.91
4/23/2020,MI,59.87
4/24/2020,MI,70.11
4/25/2020,MI,65.12
4/26/2020,MI,57.79
4/27/2020,MI,67.83
4/28/2020,MI,72.21
4/29/2020,MI,67.18
4/30/2020,MI,71.16
5/1/2020,MI,89.43
5/2/2020,MI,84.19
5/3/2020,MI,73.45
5/4/2020,MI,79.1
5/5/2020,MI,80
5/6/2020,MI,86.08
5/7/2020,MI,90.96
5/8/2020,MI,96.24
5/9/2020,MI,94.73
5/10/2020,MI,70.43
5/11/2020,MI,0
5/12/2020,MI,0
5/13/2020,MI,102.57
5/14/2020,MI,92.99
5/15/2020,MI,114.46
5/16/2020,MI,114.76
5/17/2020,MI,80.19
5/18/2020,MI,95.88
5/19/2020,MI,111.27
5/20/2020,MI,124.92
5/21/2020,MI,127.07
5/22/2020,MI,136.59
5/23/2020,MI,124.18
5/24/2020,MI,107.21
5/25/2020,MI,102.81
5/26/2020,MI,121.98
5/27/2020,MI,122.89
5/28/2020,MI,123.26
5/29/2020,MI,138.13
5/30/2020,MI,135.02
5/31/2020,MI,106.01
6/1/2020,MI,121.66
6/2/2020,MI,128.86
6/3/2020,MI,129.04
6/4/2020,MI,140.32
1/13/2020,MN,100
1/14/2020,MN,100.47
1/15/2020,MN,94.68
1/16/2020,MN,104
1/17/2020,MN,87.04
1/18/2020,MN,84.38
1/19/2020,MN,80.61
1/20/2020,MN,97.51
1/21/2020,MN,97.64
1/22/2020,MN,99.39
1/23/2020,MN,108.11
1/24/2020,MN,122.1
1/25/2020,MN,123.55
1/26/2020,MN,88.03
1/27/2020,MN,90.16
1/28/2020,MN,93.42
1/29/2020,MN,94.12
1/30/2020,MN,100.37
1/31/2020,MN,118.72
2/1/2020,MN,120.5
2/2/2020,MN,80.42
2/3/2020,MN,89.01
2/4/2020,MN,94.25
2/5/2020,MN,95.48
2/6/2020,MN,102.44
2/7/2020,MN,118.48
2/8/2020,MN,119.92
2/9/2020,MN,79.08
2/10/2020,MN,94.94
2/11/2020,MN,99.92
2/12/2020,MN,96.86
2/13/2020,MN,101.67
2/14/2020,MN,129.78
2/15/2020,MN,127.88
2/16/2020,MN,95.98
2/17/2020,MN,103.22
2/18/2020,MN,112.74
2/19/2020,MN,100.46
2/20/2020,MN,106.29
2/21/2020,MN,129.52
2/22/2020,MN,131.85
2/23/2020,MN,94.63
2/24/2020,MN,96.7
2/25/2020,MN,99.62
2/26/2020,MN,102.15
2/27/2020,MN,108.24
2/28/2020,MN,130.62
2/29/2020,MN,131.28
3/1/2020,MN,95.71
3/2/2020,MN,96.48
3/3/2020,MN,104.34
3/4/2020,MN,102.36
3/5/2020,MN,108.59
3/6/2020,MN,130.68
3/7/2020,MN,129.45
3/8/2020,MN,94.26
3/9/2020,MN,94.67
3/10/2020,MN,99.09
3/11/2020,MN,100.44
3/12/2020,MN,97.8
3/13/2020,MN,106.37
3/14/2020,MN,92.81
3/15/2020,MN,68.06
3/16/2020,MN,71.88
3/17/2020,MN,67.68
3/18/2020,MN,60.32
3/19/2020,MN,57.27
3/20/2020,MN,64.87
3/21/2020,MN,54.29
3/22/2020,MN,42.93
3/23/2020,MN,53.55
3/24/2020,MN,53.61
3/25/2020,MN,52.05
3/26/2020,MN,58.73
3/27/2020,MN,64.39
3/28/2020,MN,37.89
3/29/2020,MN,33.97
3/30/2020,MN,50.22
3/31/2020,MN,52.35
4/1/2020,MN,52.02
4/2/2020,MN,51.27
4/3/2020,MN,53.45
4/4/2020,MN,54.48
4/5/2020,MN,47.58
4/6/2020,MN,53.62
4/7/2020,MN,57.51
4/8/2020,MN,55.82
4/9/2020,MN,55.85
4/10/2020,MN,66.95
4/11/2020,MN,62.4
4/12/2020,MN,30.39
4/13/2020,MN,53.3
4/14/2020,MN,55.5
4/15/2020,MN,60.63
4/16/2020,MN,63.54
4/17/2020,MN,74.35
4/18/2020,MN,73.95
4/19/2020,MN,58.92
4/20/2020,MN,64.96
4/21/2020,MN,66.41
4/22/2020,MN,73.96
4/23/2020,MN,73.02
4/24/2020,MN,81.8
4/25/2020,MN,79.2
4/26/2020,MN,63.06
4/27/2020,MN,73.74
4/28/2020,MN,65.7
4/29/2020,MN,76.26
4/30/2020,MN,84.31
5/1/2020,MN,95.48
5/2/2020,MN,89.53
5/3/2020,MN,73.42
5/4/2020,MN,81.02
5/5/2020,MN,81.64
5/6/2020,MN,86.36
5/7/2020,MN,87.34
5/8/2020,MN,101.8
5/9/2020,MN,88.32
5/10/2020,MN,67.77
5/11/2020,MN,0
5/12/2020,MN,0
5/13/2020,MN,87.09
5/14/2020,MN,99.66
5/15/2020,MN,118.6
5/16/2020,MN,96.73
5/17/2020,MN,74.2
5/18/2020,MN,101.79
5/19/2020,MN,108.41
5/20/2020,MN,113.71
5/21/2020,MN,116.07
5/22/2020,MN,133.15
5/23/2020,MN,106.98
5/24/2020,MN,92.2
5/25/2020,MN,96.52
5/26/2020,MN,107.94
5/27/2020,MN,120.77
5/28/2020,MN,132.53
5/29/2020,MN,135.69
5/30/2020,MN,121.06
5/31/2020,MN,107.31
6/1/2020,MN,125.99
6/2/2020,MN,117.84
6/3/2020,MN,127.34
6/4/2020,MN,131.99
1/13/2020,MS,100
1/14/2020,MS,100.36
1/15/2020,MS,102.45
1/16/2020,MS,111.83
1/17/2020,MS,136.93
1/18/2020,MS,122.41
1/19/2020,MS,91.27
1/20/2020,MS,109.53
1/21/2020,MS,102.82
1/22/2020,MS,100.17
1/23/2020,MS,102.13
1/24/2020,MS,130.54
1/25/2020,MS,126.3
1/26/2020,MS,84.13
1/27/2020,MS,98.75
1/28/2020,MS,103.5
1/29/2020,MS,98.66
1/30/2020,MS,108.76
1/31/2020,MS,132.69
2/1/2020,MS,131.32
2/2/2020,MS,87.9
2/3/2020,MS,101.11
2/4/2020,MS,102.72
2/5/2020,MS,96.74
2/6/2020,MS,107.78
2/7/2020,MS,133.39
2/8/2020,MS,131.28
2/9/2020,MS,95.55
2/10/2020,MS,99.13
2/11/2020,MS,106.18
2/12/2020,MS,104.22
2/13/2020,MS,121.06
2/14/2020,MS,155.67
2/15/2020,MS,145.6
2/16/2020,MS,98.89
2/17/2020,MS,111.41
2/18/2020,MS,106.32
2/19/2020,MS,107.75
2/20/2020,MS,113.87
2/21/2020,MS,152.28
2/22/2020,MS,148.4
2/23/2020,MS,105.2
2/24/2020,MS,109.18
2/25/2020,MS,118.47
2/26/2020,MS,119.05
2/27/2020,MS,128.15
2/28/2020,MS,161.12
2/29/2020,MS,162.03
3/1/2020,MS,111.97
3/2/2020,MS,114.42
3/3/2020,MS,116.04
3/4/2020,MS,110.65
3/5/2020,MS,131.95
3/6/2020,MS,168.8
3/7/2020,MS,167.27
3/8/2020,MS,114.62
3/9/2020,MS,123.78
3/10/2020,MS,124.92
3/11/2020,MS,125.7
3/12/2020,MS,129.69
3/13/2020,MS,142.71
3/14/2020,MS,138.43
3/15/2020,MS,98.86
3/16/2020,MS,105.07
3/17/2020,MS,98.03
3/18/2020,MS,94.13
3/19/2020,MS,93.59
3/20/2020,MS,96.96
3/21/2020,MS,82.78
3/22/2020,MS,57.31
3/23/2020,MS,72.6
3/24/2020,MS,74
3/25/2020,MS,76.82
3/26/2020,MS,80.99
3/27/2020,MS,89.27
3/28/2020,MS,77.12
3/29/2020,MS,59.69
3/30/2020,MS,74.94
3/31/2020,MS,73.02
4/1/2020,MS,76.38
4/2/2020,MS,77.6
4/3/2020,MS,80.53
4/4/2020,MS,59.72
4/5/2020,MS,50.96
4/6/2020,MS,69.63
4/7/2020,MS,68.1
4/8/2020,MS,73.25
4/9/2020,MS,77.75
4/10/2020,MS,83.64
4/11/2020,MS,72.68
4/12/2020,MS,43.02
4/13/2020,MS,78.93
4/14/2020,MS,80.67
4/15/2020,MS,85.3
4/16/2020,MS,90.05
4/17/2020,MS,97.4
4/18/2020,MS,86.38
4/19/2020,MS,55.2
4/20/2020,MS,89.49
4/21/2020,MS,91.72
4/22/2020,MS,87.35
4/23/2020,MS,89.12
4/24/2020,MS,107.49
4/25/2020,MS,94.47
4/26/2020,MS,74.95
4/27/2020,MS,95.17
4/28/2020,MS,95.09
4/29/2020,MS,93.47
4/30/2020,MS,106.59
5/1/2020,MS,120.72
5/2/2020,MS,111.64
5/3/2020,MS,85.22
5/4/2020,MS,106.04
5/5/2020,MS,107.96
5/6/2020,MS,112.65
5/7/2020,MS,118.21
5/8/2020,MS,121.66
5/9/2020,MS,127.49
5/10/2020,MS,88.02
5/11/2020,MS,0
5/12/2020,MS,0
5/13/2020,MS,125.98
5/14/2020,MS,128.93
5/15/2020,MS,145.29
5/16/2020,MS,140.78
5/17/2020,MS,101.84
5/18/2020,MS,130.92
5/19/2020,MS,134.45
5/20/2020,MS,137.24
5/21/2020,MS,148.7
5/22/2020,MS,174.68
5/23/2020,MS,161.16
5/24/2020,MS,124.59
5/25/2020,MS,124.62
5/26/2020,MS,135.86
5/27/2020,MS,137.87
5/28/2020,MS,147.98
5/29/2020,MS,172.29
5/30/2020,MS,172.77
5/31/2020,MS,128.09
6/1/2020,MS,144.3
6/2/2020,MS,142.91
6/3/2020,MS,139.24
6/4/2020,MS,149.69
1/13/2020,MO,100
1/14/2020,MO,102.97
1/15/2020,MO,102.99
1/16/2020,MO,106.6
1/17/2020,MO,80.47
1/18/2020,MO,119.64
1/19/2020,MO,88.2
1/20/2020,MO,98.15
1/21/2020,MO,98.02
1/22/2020,MO,92.13
1/23/2020,MO,92.83
1/24/2020,MO,105.47
1/25/2020,MO,119.58
1/26/2020,MO,84.43
1/27/2020,MO,93.97
1/28/2020,MO,100.9
1/29/2020,MO,97.97
1/30/2020,MO,104.18
1/31/2020,MO,123.72
2/1/2020,MO,124.86
2/2/2020,MO,85.57
2/3/2020,MO,96.55
2/4/2020,MO,102.13
2/5/2020,MO,89.62
2/6/2020,MO,100.61
2/7/2020,MO,120.85
2/8/2020,MO,122.95
2/9/2020,MO,88.31
2/10/2020,MO,98.69
2/11/2020,MO,103.15
2/12/2020,MO,96.75
2/13/2020,MO,106.72
2/14/2020,MO,139.86
2/15/2020,MO,133.88
2/16/2020,MO,101.39
2/17/2020,MO,105.71
2/18/2020,MO,104.7
2/19/2020,MO,106.05
2/20/2020,MO,112.1
2/21/2020,MO,137.74
2/22/2020,MO,147.24
2/23/2020,MO,100.38
2/24/2020,MO,101.57
2/25/2020,MO,105.53
2/26/2020,MO,108.34
2/27/2020,MO,114.19
2/28/2020,MO,137.74
2/29/2020,MO,144.43
3/1/2020,MO,103.82
3/2/2020,MO,103.97
3/3/2020,MO,111.64
3/4/2020,MO,112.88
3/5/2020,MO,118.94
3/6/2020,MO,144.88
3/7/2020,MO,149.2
3/8/2020,MO,104.94
3/9/2020,MO,104.52
3/10/2020,MO,113.75
3/11/2020,MO,114.17
3/12/2020,MO,110.24
3/13/2020,MO,126.58
3/14/2020,MO,108.73
3/15/2020,MO,79.76
3/16/2020,MO,85.55
3/17/2020,MO,81.9
3/18/2020,MO,75.57
3/19/2020,MO,72.84
3/20/2020,MO,81.98
3/21/2020,MO,70.2
3/22/2020,MO,48.41
3/23/2020,MO,60.9
3/24/2020,MO,54.13
3/25/2020,MO,61.14
3/26/2020,MO,62.6
3/27/2020,MO,67.02
3/28/2020,MO,59.2
3/29/2020,MO,52.95
3/30/2020,MO,61.46
3/31/2020,MO,62.87
4/1/2020,MO,64.45
4/2/2020,MO,64.34
4/3/2020,MO,67.37
4/4/2020,MO,57.08
4/5/2020,MO,48.42
4/6/2020,MO,59.48
4/7/2020,MO,63.83
4/8/2020,MO,66.22
4/9/2020,MO,66.52
4/10/2020,MO,75.19
4/11/2020,MO,64.49
4/12/2020,MO,40.76
4/13/2020,MO,64.19
4/14/2020,MO,66.46
4/15/2020,MO,73.01
4/16/2020,MO,73.17
4/17/2020,MO,78.23
4/18/2020,MO,79.38
4/19/2020,MO,63.24
4/20/2020,MO,76.2
4/21/2020,MO,78.53
4/22/2020,MO,74.8
4/23/2020,MO,79.67
4/24/2020,MO,86.21
4/25/2020,MO,78.38
4/26/2020,MO,72.12
4/27/2020,MO,79.98
4/28/2020,MO,79.92
4/29/2020,MO,81.47
4/30/2020,MO,92.62
5/1/2020,MO,104.72
5/2/2020,MO,99.33
5/3/2020,MO,75.51
5/4/2020,MO,83.5
5/5/2020,MO,93.93
5/6/2020,MO,95.51
5/7/2020,MO,97.95
5/8/2020,MO,113.54
5/9/2020,MO,111.39
5/10/2020,MO,79.84
5/11/2020,MO,0
5/12/2020,MO,0
5/13/2020,MO,99.82
5/14/2020,MO,107.79
5/15/2020,MO,124.46
5/16/2020,MO,117.6
5/17/2020,MO,95.55
5/18/2020,MO,113.53
5/19/2020,MO,117.94
5/20/2020,MO,121.79
5/21/2020,MO,130.55
5/22/2020,MO,152.21
5/23/2020,MO,142.56
5/24/2020,MO,109.7
5/25/2020,MO,107.3
5/26/2020,MO,121.29
5/27/2020,MO,121.75
5/28/2020,MO,127.43
5/29/2020,MO,156.56
5/30/2020,MO,149.47
5/31/2020,MO,117.7
6/1/2020,MO,129.26
6/2/2020,MO,129.34
6/3/2020,MO,130.84
6/4/2020,MO,137.95
1/13/2020,MT,100
1/14/2020,MT,101.74
1/15/2020,MT,102.92
1/16/2020,MT,109.28
1/17/2020,MT,130.43
1/18/2020,MT,132.16
1/19/2020,MT,103.52
1/20/2020,MT,109.68
1/21/2020,MT,104.47
1/22/2020,MT,104.28
1/23/2020,MT,111.77
1/24/2020,MT,133.52
1/25/2020,MT,137.15
1/26/2020,MT,101.67
1/27/2020,MT,102.44
1/28/2020,MT,101
1/29/2020,MT,104.95
1/30/2020,MT,112.21
1/31/2020,MT,132.34
2/1/2020,MT,136.01
2/2/2020,MT,90
2/3/2020,MT,99.39
2/4/2020,MT,104.68
2/5/2020,MT,105.44
2/6/2020,MT,106.44
2/7/2020,MT,123.69
2/8/2020,MT,122.08
2/9/2020,MT,102.9
2/10/2020,MT,105.17
2/11/2020,MT,109.08
2/12/2020,MT,109.56
2/13/2020,MT,125.53
2/14/2020,MT,153.33
2/15/2020,MT,148.79
2/16/2020,MT,118.26
2/17/2020,MT,121.39
2/18/2020,MT,112.38
2/19/2020,MT,117.41
2/20/2020,MT,125.31
2/21/2020,MT,147.58
2/22/2020,MT,147.58
2/23/2020,MT,113.3
2/24/2020,MT,110.25
2/25/2020,MT,113.8
2/26/2020,MT,119.54
2/27/2020,MT,130.49
2/28/2020,MT,153.7
2/29/2020,MT,154.43
3/1/2020,MT,116.87
3/2/2020,MT,115.7
3/3/2020,MT,118.21
3/4/2020,MT,120.07
3/5/2020,MT,131.6
3/6/2020,MT,148.9
3/7/2020,MT,147.86
3/8/2020,MT,113.58
3/9/2020,MT,117.75
3/10/2020,MT,122.81
3/11/2020,MT,126.45
3/12/2020,MT,135
3/13/2020,MT,148.19
3/14/2020,MT,119.35
3/15/2020,MT,89.29
3/16/2020,MT,102.87
3/17/2020,MT,102.68
3/18/2020,MT,99.06
3/19/2020,MT,96.44
3/20/2020,MT,105.69
3/21/2020,MT,94.86
3/22/2020,MT,77.26
3/23/2020,MT,81.47
3/24/2020,MT,79.74
3/25/2020,MT,79.12
3/26/2020,MT,83.6
3/27/2020,MT,90.39
3/28/2020,MT,71.29
3/29/2020,MT,61.84
3/30/2020,MT,70.9
3/31/2020,MT,71.44
4/1/2020,MT,64.76
4/2/2020,MT,69.53
4/3/2020,MT,81.19
4/4/2020,MT,73.36
4/5/2020,MT,62.87
4/6/2020,MT,72.79
4/7/2020,MT,77.65
4/8/2020,MT,81.58
4/9/2020,MT,87.46
4/10/2020,MT,94.02
4/11/2020,MT,61.68
4/12/2020,MT,49.57
4/13/2020,MT,77.12
4/14/2020,MT,78.77
4/15/2020,MT,79.75
4/16/2020,MT,90
4/17/2020,MT,105.16
4/18/2020,MT,92.7
4/19/2020,MT,80.97
4/20/2020,MT,96.91
4/21/2020,MT,98.94
4/22/2020,MT,96.93
4/23/2020,MT,97.99
4/24/2020,MT,114.2
4/25/2020,MT,105.76
4/26/2020,MT,91.74
4/27/2020,MT,102.21
4/28/2020,MT,109.22
4/29/2020,MT,114.72
4/30/2020,MT,116.26
5/1/2020,MT,142.43
5/2/2020,MT,125.65
5/3/2020,MT,100.46
5/4/2020,MT,122.05
5/5/2020,MT,127.47
5/6/2020,MT,124.94
5/7/2020,MT,129.77
5/8/2020,MT,152.87
5/9/2020,MT,145.2
5/10/2020,MT,111.59
5/11/2020,MT,0
5/12/2020,MT,0
5/13/2020,MT,140.82
5/14/2020,MT,151.47
5/15/2020,MT,171.3
5/16/2020,MT,166.03
5/17/2020,MT,138.16
5/18/2020,MT,156.63
5/19/2020,MT,156.02
5/20/2020,MT,159.78
5/21/2020,MT,173.53
5/22/2020,MT,203.96
5/23/2020,MT,175.98
5/24/2020,MT,153.7
5/25/2020,MT,157.15
5/26/2020,MT,173.13
5/27/2020,MT,181.13
5/28/2020,MT,190.36
5/29/2020,MT,215.82
5/30/2020,MT,193.73
5/31/2020,MT,165.25
6/1/2020,MT,186.38
6/2/2020,MT,190.99
6/3/2020,MT,194.11
6/4/2020,MT,204.45
1/13/2020,NE,100
1/14/2020,NE,103.86
1/15/2020,NE,102.34
1/16/2020,NE,109.17
1/17/2020,NE,80.66
1/18/2020,NE,115.01
1/19/2020,NE,91.57
1/20/2020,NE,99.99
1/21/2020,NE,104.55
1/22/2020,NE,83.75
1/23/2020,NE,94.43
1/24/2020,NE,126.55
1/25/2020,NE,138.12
1/26/2020,NE,96.3
1/27/2020,NE,96.59
1/28/2020,NE,101.68
1/29/2020,NE,99.99
1/30/2020,NE,106.16
1/31/2020,NE,129.23
2/1/2020,NE,138.67
2/2/2020,NE,92.27
2/3/2020,NE,93.33
2/4/2020,NE,104.7
2/5/2020,NE,102.29
2/6/2020,NE,108.98
2/7/2020,NE,130.4
2/8/2020,NE,140.3
2/9/2020,NE,101.24
2/10/2020,NE,100.76
2/11/2020,NE,108.27
2/12/2020,NE,106.52
2/13/2020,NE,114.5
2/14/2020,NE,151.02
2/15/2020,NE,155.04
2/16/2020,NE,114.22
2/17/2020,NE,110.42
2/18/2020,NE,110.79
2/19/2020,NE,104.72
2/20/2020,NE,119.79
2/21/2020,NE,148.61
2/22/2020,NE,155.86
2/23/2020,NE,107.71
2/24/2020,NE,104.7
2/25/2020,NE,107.52
2/26/2020,NE,111.71
2/27/2020,NE,118.56
2/28/2020,NE,148.82
2/29/2020,NE,159.52
3/1/2020,NE,111.71
3/2/2020,NE,108.63
3/3/2020,NE,114.38
3/4/2020,NE,116
3/5/2020,NE,129.71
3/6/2020,NE,152.98
3/7/2020,NE,155.96
3/8/2020,NE,110.37
3/9/2020,NE,104.92
3/10/2020,NE,112.48
3/11/2020,NE,120.41
3/12/2020,NE,118.44
3/13/2020,NE,127.19
3/14/2020,NE,106.24
3/15/2020,NE,84.02
3/16/2020,NE,91.95
3/17/2020,NE,89.38
3/18/2020,NE,84.62
3/19/2020,NE,75.79
3/20/2020,NE,86.49
3/21/2020,NE,77.73
3/22/2020,NE,57.22
3/23/2020,NE,73.07
3/24/2020,NE,75.22
3/25/2020,NE,78.12
3/26/2020,NE,76.13
3/27/2020,NE,84.79
3/28/2020,NE,70.05
3/29/2020,NE,63.83
3/30/2020,NE,74.65
3/31/2020,NE,79.21
4/1/2020,NE,82.17
4/2/2020,NE,72.71
4/3/2020,NE,75.18
4/4/2020,NE,73.65
4/5/2020,NE,60.08
4/6/2020,NE,75.07
4/7/2020,NE,82.84
4/8/2020,NE,80.39
4/9/2020,NE,80.35
4/10/2020,NE,92.45
4/11/2020,NE,79.42
4/12/2020,NE,38.61
4/13/2020,NE,74.35
4/14/2020,NE,78.87
4/15/2020,NE,86.31
4/16/2020,NE,71.97
4/17/2020,NE,90.83
4/18/2020,NE,95.45
4/19/2020,NE,73.51
4/20/2020,NE,92.81
4/21/2020,NE,93.95
4/22/2020,NE,95.09
4/23/2020,NE,98.48
4/24/2020,NE,102.7
4/25/2020,NE,97.57
4/26/2020,NE,79.82
4/27/2020,NE,97
4/28/2020,NE,96.92
4/29/2020,NE,99.27
4/30/2020,NE,107.78
5/1/2020,NE,135.27
5/2/2020,NE,108.78
5/3/2020,NE,87.2
5/4/2020,NE,95.3
5/5/2020,NE,110.54
5/6/2020,NE,111.18
5/7/2020,NE,106.77
5/8/2020,NE,134.85
5/9/2020,NE,123.54
5/10/2020,NE,89.95
5/11/2020,NE,0
5/12/2020,NE,0
5/13/2020,NE,116.04
5/14/2020,NE,126.89
5/15/2020,NE,152.44
5/16/2020,NE,128.18
5/17/2020,NE,108.84
5/18/2020,NE,129.06
5/19/2020,NE,134.5
5/20/2020,NE,137.9
5/21/2020,NE,143.46
5/22/2020,NE,160.18
5/23/2020,NE,154.02
5/24/2020,NE,114.61
5/25/2020,NE,108.17
5/26/2020,NE,129.64
5/27/2020,NE,140.75
5/28/2020,NE,150.05
5/29/2020,NE,173.68
5/30/2020,NE,144.28
5/31/2020,NE,117.85
6/1/2020,NE,134.1
6/2/2020,NE,143.09
6/3/2020,NE,149.53
